province;red;green;blue;x;x
5739,221,25,44,RNW;
5740,221,25,45,RNW;
5741,221,25,46,RNW;
5742,221,25,47,RNW;
5743,221,25,48,RNW;
5744,221,25,49,RNW;
5745,221,25,50,RNW;
5746,221,25,51,RNW;
5747,221,25,52,RNW;
5748,221,25,53,RNW;
5749,221,25,54,RNW;
5750,221,25,55,RNW;
5751,221,25,56,RNW;
5752,221,25,57,RNW;
5753,221,25,58,RNW;
5754,221,25,59,RNW;
5755,221,25,60,RNW;
5756,221,25,61,RNW;
5757,221,25,62,RNW;
5758,221,25,63,RNW;
5759,221,25,64,RNW;
5760,221,25,65,RNW;
5761,221,25,66,RNW;
5762,221,25,67,RNW;
5763,221,25,68,RNW;
5764,221,25,69,RNW;
5765,221,25,70,RNW;
5766,221,25,71,RNW;
5767,221,25,72,RNW;
5768,221,25,73,RNW;
5769,221,25,74,RNW;
5770,221,25,75,RNW;
5771,221,25,76,RNW;
5772,221,25,77,RNW;
5773,221,25,78,RNW;
5774,221,25,79,RNW;
5775,221,25,80,RNW;
5776,221,25,81,RNW;
5777,221,25,82,RNW;
5778,221,25,83,RNW;
5779,221,25,84,RNW;
5780,221,25,85,RNW;
5781,221,25,86,RNW;
5782,221,25,87,RNW;
5783,221,25,88,RNW;
5784,221,25,89,RNW;
5785,221,25,90,RNW;
5786,221,25,91,RNW;
5787,221,25,92,RNW;
5788,221,25,93,RNW;
5789,221,25,94,RNW;
5790,221,25,95,RNW;
5791,221,25,96,RNW;
5792,221,25,97,RNW;
5793,221,25,98,RNW;
5794,221,25,99,RNW;
5795,221,25,100,RNW;
5796,221,25,101,RNW;
5797,221,25,102,RNW;
5798,221,25,103,RNW;
5799,221,25,104,RNW;
5800,221,25,105,RNW;
5801,221,25,106,RNW;
5802,221,25,107,RNW;
5803,221,25,108,RNW;
5804,221,25,109,RNW;
5805,221,25,110,RNW;
5806,221,25,111,RNW;
5807,221,25,112,RNW;
5808,221,25,113,RNW;
5809,221,25,114,RNW;
5810,221,25,115,RNW;
5811,221,25,116,RNW;
5812,221,25,117,RNW;
5813,221,25,118,RNW;
5814,221,25,119,RNW;
5815,221,25,120,RNW;
5816,221,25,121,RNW;
5817,221,25,122,RNW;
5818,221,25,123,RNW;
5819,221,25,124,RNW;
5820,221,25,125,RNW;
5821,221,25,126,RNW;
5822,221,25,127,RNW;
5823,221,25,128,RNW;
5824,221,25,129,RNW;
5825,221,25,130,RNW;
5826,221,25,131,RNW;
5827,221,25,132,RNW;
5828,221,25,133,RNW;
5829,221,25,134,RNW;
5830,221,25,135,RNW;
5831,221,25,136,RNW;
5832,221,25,137,RNW;
5833,221,25,138,RNW;
5834,221,25,139,RNW;
5835,221,25,140,RNW;
5836,221,25,141,RNW;
5837,221,25,142,RNW;
5838,221,25,143,RNW;
5839,221,25,144,RNW;
5840,221,25,145,RNW;
5841,221,25,146,RNW;
5842,221,25,147,RNW;
5843,221,25,148,RNW;
5844,221,25,149,RNW;
5845,221,25,150,RNW;
5846,221,25,151,RNW;
5847,221,25,152,RNW;
5848,221,25,153,RNW;
5849,221,25,154,RNW;
5850,221,25,155,RNW;
5851,221,25,156,RNW;
5852,221,25,157,RNW;
5853,221,25,158,RNW;
5854,221,25,159,RNW;
5855,221,25,160,RNW;
5856,221,25,161,RNW;
5857,221,25,162,RNW;
5858,221,25,163,RNW;
5859,221,25,164,RNW;
5860,221,25,165,RNW;
5861,221,25,166,RNW;
5862,221,25,167,RNW;
5863,221,25,168,RNW;
5864,221,25,169,RNW;
5865,221,25,170,RNW;
5866,221,25,171,RNW;
5867,221,25,172,RNW;
5868,221,25,173,RNW;
5869,221,25,174,RNW;
5870,221,25,175,RNW;
5871,221,25,176,RNW;
5872,221,25,177,RNW;
5873,221,25,178,RNW;
5874,221,25,179,RNW;
5875,221,25,180,RNW;
5876,221,25,181,RNW;
5877,221,25,182,RNW;
5878,221,25,183,RNW;
5879,221,25,184,RNW;
5880,221,25,185,RNW;
5881,221,25,186,RNW;
5882,221,25,187,RNW;
5883,221,25,188,RNW;
5884,221,25,189,RNW;
5885,221,25,190,RNW;
5886,221,25,191,RNW;
5887,221,25,192,RNW;
5888,221,25,193,RNW;
5889,221,25,194,RNW;
5890,221,25,195,RNW;
5891,221,25,196,RNW;
5892,221,25,197,RNW;
5893,221,25,198,RNW;
5894,221,25,199,RNW;
5895,221,25,200,RNW;
5896,221,25,201,RNW;
5897,221,25,202,RNW;
5898,221,25,203,RNW;
5899,221,25,204,RNW;
5900,221,25,205,RNW;
5901,221,25,206,RNW;
5902,221,25,207,RNW;
5903,221,25,208,RNW;
5904,221,25,209,RNW;
5905,221,25,210,RNW;
5906,221,25,211,RNW;
5907,221,25,212,RNW;
5908,221,25,213,RNW;
5909,221,25,214,RNW;
5910,221,25,215,RNW;
5911,221,25,216,RNW;
5912,221,25,217,RNW;
5913,221,25,218,RNW;
5914,221,25,219,RNW;
5915,221,25,220,RNW;
5916,221,25,221,RNW;
5917,221,25,222,RNW;
5918,221,25,223,RNW;
5919,221,25,224,RNW;
5920,221,25,225,RNW;
5921,221,25,226,RNW;
5922,221,25,227,RNW;
5923,221,25,228,RNW;
5924,221,25,229,RNW;
5925,221,25,230,RNW;
5926,221,25,231,RNW;
5927,221,25,232,RNW;
5928,221,25,233,RNW;
5929,221,25,234,RNW;
5930,221,25,235,RNW;
5931,221,25,236,RNW;
5932,221,25,237,RNW;
5933,221,25,238,RNW;
5934,221,25,239,RNW;
5935,221,25,240,RNW;
5936,221,25,241,RNW;
5937,221,25,242,RNW;
5938,221,25,243,RNW;
5939,221,25,244,RNW;
5940,221,25,245,RNW;
5941,221,25,246,RNW;
5942,221,25,247,RNW;
5943,221,25,248,RNW;
5944,221,25,249,RNW;
5945,221,25,250,RNW;
5946,220,25,0,RNW;
5947,220,25,1,RNW;
5948,220,25,2,RNW;
5949,220,25,3,RNW;
5950,220,25,4,RNW;
5951,220,25,5,RNW;
5952,220,25,6,RNW;
5953,220,25,7,RNW;
5954,220,25,8,RNW;
5955,220,25,9,RNW;
5956,220,25,10,RNW;
5957,220,25,11,RNW;
5958,220,25,12,RNW;
5959,220,25,13,RNW;
5960,220,25,14,RNW;
5961,220,25,15,RNW;
5962,220,25,16,RNW;
5963,220,25,17,RNW;
5964,220,25,18,RNW;
5965,220,25,19,RNW;
5966,220,25,20,RNW;
5967,220,25,21,RNW;
5968,220,25,22,RNW;
5969,220,25,23,RNW;
5970,220,25,24,RNW;
5971,220,25,25,RNW;
5972,220,25,26,RNW;
5973,220,25,27,RNW;
5974,220,25,28,RNW;
5975,220,25,29,RNW;
5976,220,25,30,RNW;
5977,220,25,31,RNW;
5978,220,25,32,RNW;
5979,220,25,33,RNW;
5980,220,25,34,RNW;
5981,220,25,35,RNW;
5982,220,25,36,RNW;
5983,220,25,37,RNW;
5984,220,25,38,RNW;
5985,220,25,39,RNW;
5986,220,25,40,RNW;
5987,220,25,41,RNW;
5988,220,25,42,RNW;
5989,220,25,43,RNW;
5990,220,25,44,RNW;
5991,220,25,45,RNW;
5992,220,25,46,RNW;
5993,220,25,47,RNW;
5994,220,25,48,RNW;
5995,220,25,49,RNW;
5996,220,25,50,RNW;
5997,220,25,51,RNW;
5998,220,25,52,RNW;
5999,220,25,53,RNW;
6000,220,25,54,RNW;
6001,220,25,55,RNW;
6002,220,25,56,RNW;
6003,220,25,57,RNW;
6004,220,25,58,RNW;
6005,220,25,59,RNW;
6006,220,25,60,RNW;
6007,220,25,61,RNW;
6008,220,25,62,RNW;
6009,220,25,63,RNW;
6010,220,25,64,RNW;
6011,220,25,65,RNW;
6012,220,25,66,RNW;
6013,220,25,67,RNW;
6014,220,25,68,RNW;
6015,220,25,69,RNW;
6016,220,25,70,RNW;
6017,220,25,71,RNW;
6018,220,25,72,RNW;
6019,220,25,73,RNW;
6020,220,25,74,RNW;
6021,220,25,75,RNW;
6022,220,25,76,RNW;
6023,220,25,77,RNW;
6024,220,25,78,RNW;
6025,220,25,79,RNW;
6026,220,25,80,RNW;
6027,220,25,81,RNW;
6028,220,25,82,RNW;
6029,220,25,83,RNW;
6030,220,25,84,RNW;
6031,220,25,85,RNW;
6032,220,25,86,RNW;
6033,220,25,87,RNW;
6034,220,25,88,RNW;
6035,220,25,89,RNW;
6036,220,25,90,RNW;
6037,220,25,91,RNW;
6038,220,25,92,RNW;
6039,220,25,93,RNW;
6040,220,25,94,RNW;
6041,220,25,95,RNW;
6042,220,25,96,RNW;
6043,220,25,97,RNW;
6044,220,25,98,RNW;
6045,220,25,99,RNW;
6046,220,25,100,RNW;
6047,220,25,101,RNW;
6048,220,25,102,RNW;
6049,220,25,103,RNW;
6050,220,25,104,RNW;
6051,220,25,105,RNW;
6052,220,25,106,RNW;
6053,220,25,107,RNW;
6054,220,25,108,RNW;
6055,220,25,109,RNW;
6056,220,25,110,RNW;
6057,220,25,111,RNW;
6058,220,25,112,RNW;
6059,220,25,113,RNW;
6060,220,25,114,RNW;
6061,220,25,115,RNW;
6062,220,25,116,RNW;
6063,220,25,117,RNW;
6064,220,25,118,RNW;
6065,220,25,119,RNW;
6066,220,25,120,RNW;
6067,220,25,121,RNW;
6068,220,25,122,RNW;
6069,220,25,123,RNW;
6070,220,25,124,RNW;
6071,220,25,125,RNW;
6072,220,25,126,RNW;
6073,220,25,127,RNW;
6074,220,25,128,RNW;
6075,220,25,129,RNW;
6076,220,25,130,RNW;
6077,220,25,131,RNW;
6078,220,25,132,RNW;
6079,220,25,133,RNW;
6080,220,25,134,RNW;
6081,220,25,135,RNW;
6082,220,25,136,RNW;
6083,220,25,137,RNW;
6084,220,25,138,RNW;
6085,220,25,139,RNW;
6086,220,25,140,RNW;
6087,220,25,141,RNW;
6088,220,25,142,RNW;
6089,220,25,143,RNW;
6090,220,25,144,RNW;
6091,220,25,145,RNW;
6092,220,25,146,RNW;
6093,220,25,147,RNW;
6094,220,25,148,RNW;
6095,220,25,149,RNW;
6096,220,25,150,RNW;
6097,220,25,151,RNW;
6098,220,25,152,RNW;
6099,220,25,153,RNW;
6100,220,25,154,RNW;
6101,220,25,155,RNW;
6102,220,25,156,RNW;
6103,220,25,157,RNW;
6104,220,25,158,RNW;
6105,220,25,159,RNW;
6106,220,25,160,RNW;
6107,220,25,161,RNW;
6108,220,25,162,RNW;
6109,220,25,163,RNW;
6110,220,25,164,RNW;
6111,220,25,165,RNW;
6112,220,25,166,RNW;
6113,220,25,167,RNW;
6114,220,25,168,RNW;
6115,220,25,169,RNW;
6116,220,25,170,RNW;
6117,220,25,171,RNW;
6118,220,25,172,RNW;
6119,220,25,173,RNW;
6120,220,25,174,RNW;
6121,220,25,175,RNW;
6122,220,25,176,RNW;
6123,220,25,177,RNW;
6124,220,25,178,RNW;
6125,220,25,179,RNW;
6126,220,25,180,RNW;
6127,220,25,181,RNW;
6128,220,25,182,RNW;
6129,220,25,183,RNW;
6130,220,25,184,RNW;
6131,220,25,185,RNW;
6132,220,25,186,RNW;
6133,220,25,187,RNW;
6134,220,25,188,RNW;
6135,220,25,189,RNW;
6136,220,25,190,RNW;
6137,220,25,191,RNW;
6138,220,25,192,RNW;
6139,220,25,193,RNW;
6140,220,25,194,RNW;
6141,220,25,195,RNW;
6142,220,25,196,RNW;
6143,220,25,197,RNW;
6144,220,25,198,RNW;
6145,220,25,199,RNW;
6146,220,25,200,RNW;
6147,220,25,201,RNW;
6148,220,25,202,RNW;
6149,220,25,203,RNW;
6150,220,25,204,RNW;
6151,220,25,205,RNW;
6152,220,25,206,RNW;
6153,220,25,207,RNW;
6154,220,25,208,RNW;
6155,220,25,209,RNW;
6156,220,25,210,RNW;
6157,220,25,211,RNW;
6158,220,25,212,RNW;
6159,220,25,213,RNW;
6160,220,25,214,RNW;
6161,220,25,215,RNW;
6162,220,25,216,RNW;
6163,220,25,217,RNW;
6164,220,25,218,RNW;
6165,220,25,219,RNW;
6166,220,25,220,RNW;
6167,220,25,221,RNW;
6168,220,25,222,RNW;
6169,220,25,223,RNW;
6170,220,25,224,RNW;
6171,220,25,225,RNW;
6172,220,25,226,RNW;
6173,220,25,227,RNW;
6174,220,25,228,RNW;
6175,220,25,229,RNW;
6176,220,25,230,RNW;
6177,220,25,231,RNW;
6178,220,25,232,RNW;
6179,220,25,233,RNW;
6180,220,25,234,RNW;
6181,220,25,235,RNW;
6182,220,25,236,RNW;
6183,220,25,237,RNW;
6184,220,25,238,RNW;
6185,220,25,239,RNW;
6186,220,25,240,RNW;
6187,220,25,241,RNW;
6188,220,25,242,RNW;
6189,220,25,243,RNW;
6190,220,25,244,RNW;
6191,220,25,245,RNW;
6192,220,25,246,RNW;
6193,220,25,247,RNW;
6194,220,25,248,RNW;
6195,220,25,249,RNW;
6196,220,25,250,RNW;
6197,220,26,0,RNW;
6198,220,26,1,RNW;
6199,220,26,2,RNW;
6200,220,26,3,RNW;
6201,220,26,4,RNW;
6202,220,26,5,RNW;
6203,220,26,6,RNW;
6204,220,26,7,RNW;
6205,220,26,8,RNW;
6206,220,26,9,RNW;
6207,220,26,10,RNW;
6208,220,26,11,RNW;
6209,220,26,12,RNW;
6210,220,26,13,RNW;
6211,220,26,14,RNW;
6212,220,26,15,RNW;
6213,220,26,16,RNW;
6214,220,26,17,RNW;
6215,220,26,18,RNW;
6216,220,26,19,RNW;
6217,220,26,20,RNW;
6218,220,26,21,RNW;
6219,220,26,22,RNW;
6220,220,26,23,RNW;
6221,220,26,24,RNW;
6222,220,26,25,RNW;
6223,220,26,26,RNW;
6224,220,26,27,RNW;
6225,220,26,28,RNW;
6226,220,26,29,RNW;
6227,220,26,30,RNW;
6228,220,26,31,RNW;
6229,220,26,32,RNW;
6230,220,26,33,RNW;
6231,220,26,34,RNW;
6232,220,26,35,RNW;
6233,220,26,36,RNW;
6234,220,26,37,RNW;
6235,220,26,38,RNW;
6236,220,26,39,RNW;
6237,220,26,40,RNW;
6238,220,26,41,RNW;
6239,220,26,42,RNW;
6240,220,26,43,RNW;
6241,220,26,44,RNW;
6242,220,26,45,RNW;
6243,220,26,46,RNW;
6244,220,26,47,RNW;
6245,220,26,48,RNW;
6246,220,26,49,RNW;
6247,220,26,50,RNW;
6248,220,26,51,RNW;
6249,220,26,52,RNW;
6250,220,26,53,RNW;
6251,220,26,54,RNW;
6252,220,26,55,RNW;
6253,220,26,56,RNW;
6254,220,26,57,RNW;
6255,220,26,58,RNW;
6256,220,26,59,RNW;
6257,220,26,60,RNW;
6258,220,26,61,RNW;
6259,220,26,62,RNW;
6260,220,26,63,RNW;
6261,220,26,64,RNW;
6262,220,26,65,RNW;
6263,220,26,66,RNW;
6264,220,26,67,RNW;
6265,220,26,68,RNW;
6266,220,26,69,RNW;
6267,220,26,70,RNW;
6268,220,26,71,RNW;
6269,220,26,72,RNW;
6270,220,26,73,RNW;
6271,220,26,74,RNW;
6272,220,26,75,RNW;
6273,220,26,76,RNW;
6274,220,26,77,RNW;
6275,220,26,78,RNW;
6276,220,26,79,RNW;
6277,220,26,80,RNW;
6278,220,26,81,RNW;
6279,220,26,82,RNW;
6280,220,26,83,RNW;
6281,220,26,84,RNW;
6282,220,26,85,RNW;
6283,220,26,86,RNW;
6284,220,26,87,RNW;
6285,220,26,88,RNW;
6286,220,26,89,RNW;
6287,220,26,90,RNW;
6288,220,26,91,RNW;
6289,220,26,92,RNW;
6290,220,26,93,RNW;
6291,220,26,94,RNW;
6292,220,26,95,RNW;
6293,220,26,96,RNW;
6294,220,26,97,RNW;
6295,220,26,98,RNW;
6296,220,26,99,RNW;
6297,220,26,100,RNW;
6298,220,26,101,RNW;
6299,220,26,102,RNW;
6300,220,26,103,RNW;
6301,220,26,104,RNW;
6302,220,26,105,RNW;
6303,220,26,106,RNW;
6304,220,26,107,RNW;
6305,220,26,108,RNW;
6306,220,26,109,RNW;
6307,220,26,110,RNW;
6308,220,26,111,RNW;
6309,220,26,112,RNW;
6310,220,26,113,RNW;
6311,220,26,114,RNW;
6312,220,26,115,RNW;
6313,220,26,116,RNW;
6314,220,26,117,RNW;
6315,220,26,118,RNW;
6316,220,26,119,RNW;
6317,220,26,120,RNW;
6318,220,26,121,RNW;
6319,220,26,122,RNW;
6320,220,26,123,RNW;
6321,220,26,124,RNW;
6322,220,26,125,RNW;
6323,220,26,126,RNW;
6324,220,26,127,RNW;
6325,220,26,128,RNW;
6326,220,26,129,RNW;
6327,220,26,130,RNW;
6328,220,26,131,RNW;
6329,220,26,132,RNW;
6330,220,26,133,RNW;
6331,220,26,134,RNW;
6332,220,26,135,RNW;
6333,220,26,136,RNW;
6334,220,26,137,RNW;
6335,220,26,138,RNW;
6336,220,26,139,RNW;
6337,220,26,140,RNW;
6338,220,26,141,RNW;
6339,220,26,142,RNW;
6340,220,26,143,RNW;
6341,220,26,144,RNW;
6342,220,26,145,RNW;
6343,220,26,146,RNW;
6344,220,26,147,RNW;
6345,220,26,148,RNW;
6346,220,26,149,RNW;
6347,220,26,150,RNW;
6348,220,26,151,RNW;
6349,220,26,152,RNW;
6350,220,26,153,RNW;
6351,220,26,154,RNW;
6352,220,26,155,RNW;
6353,220,26,156,RNW;
6354,220,26,157,RNW;
6355,220,26,158,RNW;
6356,220,26,159,RNW;
6357,220,26,160,RNW;
6358,220,26,161,RNW;
6359,220,26,162,RNW;
6360,220,26,163,RNW;
6361,220,26,164,RNW;
6362,220,26,165,RNW;
6363,220,26,166,RNW;
6364,220,26,167,RNW;
6365,220,26,168,RNW;
6366,220,26,169,RNW;
6367,220,26,170,RNW;
6368,220,26,171,RNW;
6369,220,26,172,RNW;
6370,220,26,173,RNW;
6371,220,26,174,RNW;
6372,220,26,175,RNW;
6373,220,26,176,RNW;
6374,220,26,177,RNW;
6375,220,26,178,RNW;
6376,220,26,179,RNW;
6377,220,26,180,RNW;
6378,220,26,181,RNW;
6379,220,26,182,RNW;
6380,220,26,183,RNW;
6381,220,26,184,RNW;
6382,220,26,185,RNW;
6383,220,26,186,RNW;
6384,220,26,187,RNW;
6385,220,26,188,RNW;
6386,220,26,189,RNW;
6387,220,26,190,RNW;
6388,220,26,191,RNW;
6389,220,26,192,RNW;
6390,220,26,193,RNW;
6391,220,26,194,RNW;
6392,220,26,195,RNW;
6393,220,26,196,RNW;
6394,220,26,197,RNW;
6395,220,26,198,RNW;
6396,220,26,199,RNW;
6397,220,26,200,RNW;
6398,220,26,201,RNW;
6399,220,26,202,RNW;
6400,220,26,203,RNW;
6401,220,26,204,RNW;
6402,220,26,205,RNW;
6403,220,26,206,RNW;
6404,220,26,207,RNW;
6405,220,26,208,RNW;
6406,220,26,209,RNW;
6407,220,26,210,RNW;
6408,220,26,211,RNW;
6409,220,26,212,RNW;
6410,220,26,213,RNW;
6411,220,26,214,RNW;
6412,220,26,215,RNW;
6413,220,26,216,RNW;
6414,220,26,217,RNW;
6415,220,26,218,RNW;
6416,220,26,219,RNW;
6417,220,26,220,RNW;
6418,220,26,221,RNW;
6419,220,26,222,RNW;
6420,220,26,223,RNW;
6421,220,26,224,RNW;
6422,220,26,225,RNW;
6423,220,26,226,RNW;
6424,220,26,227,RNW;
6425,220,26,228,RNW;
6426,220,26,229,RNW;
6427,220,26,230,RNW;
6428,220,26,231,RNW;
6429,220,26,232,RNW;
6430,220,26,233,RNW;
6431,220,26,234,RNW;
6432,220,26,235,RNW;
6433,220,26,236,RNW;
6434,220,26,237,RNW;
6435,220,26,238,RNW;
6436,220,26,239,RNW;
6437,220,26,240,RNW;
6438,220,26,241,RNW;
6439,220,26,242,RNW;
6440,220,26,243,RNW;
6441,220,26,244,RNW;
6442,220,26,245,RNW;
6443,220,26,246,RNW;
6444,220,26,247,RNW;
6445,220,26,248,RNW;
6446,220,26,249,RNW;
6447,220,26,250,RNW;
6448;100;36;195;RNW;
6449;100;36;196;RNW;
6450;100;36;197;RNW;
6451;100;36;198;RNW;
6452;100;36;199;RNW;
6453;100;37;100;RNW;
6454;100;37;101;RNW;
6455;100;37;102;RNW;
6456;100;37;103;RNW;
6457;100;37;104;RNW;
6458;100;37;105;RNW;
6459;100;37;106;RNW;
6460;100;37;107;RNW;
6461;100;37;108;RNW;
6462;100;37;109;RNW;
6463;100;37;110;RNW;
6464;100;37;111;RNW;
6465;100;37;112;RNW;
6466;100;37;113;RNW;
6467;100;37;114;RNW;
6468;100;37;115;RNW;
6469;100;37;116;RNW;
6470;100;37;117;RNW;
6471;100;37;118;RNW;
6472;100;37;119;RNW;
6473;100;37;120;RNW;
6474;100;37;121;RNW;
6475;100;37;122;RNW;
6476;100;37;123;RNW;
6477;100;37;124;RNW;
6478;100;37;125;RNW;
6479;100;37;126;RNW;
6480;100;37;127;RNW;
6481;100;37;128;RNW;
6482;100;37;129;RNW;
6483;100;37;130;RNW;
6484;100;37;131;RNW;
6485;100;37;132;RNW;
6486;100;37;133;RNW;
6487;100;37;134;RNW;
6488;100;37;135;RNW;
6489;100;37;136;RNW;
6490;100;37;137;RNW;
6491;100;37;138;RNW;
6492;100;37;139;RNW;
6493;100;37;140;RNW;
6494;100;37;141;RNW;
6495;100;37;142;RNW;
6496;100;37;143;RNW;
6497;100;37;144;RNW;
6498;100;37;145;RNW;
6499;100;37;146;RNW;
6500;100;37;147;RNW;
6501;100;37;148;RNW;
6502;100;37;149;RNW;
6503;100;37;150;RNW;
6504;100;37;151;RNW;
6505;100;37;152;RNW;
6506;100;37;153;RNW;
6507;100;37;154;RNW;
6508;100;37;155;RNW;
6509;100;37;156;RNW;
6510;100;37;157;RNW;
6511;100;37;158;RNW;
6512;100;37;159;RNW;
6513;100;37;160;RNW;
6514;100;37;161;RNW;
6515;100;37;162;RNW;
6516;100;37;163;RNW;
6517;100;37;164;RNW;
6518;100;37;165;RNW;
6519;100;37;166;RNW;
6520;100;37;167;RNW;
6521;100;37;168;RNW;
6522;100;37;169;RNW;
6523;100;37;170;RNW;
6524;100;37;171;RNW;
6525;100;37;172;RNW;
6526;100;37;173;RNW;
6527;100;37;174;RNW;
6528;100;37;175;RNW;
6529;100;37;176;RNW;
6530;100;37;177;RNW;
6531;100;37;178;RNW;
6532;100;37;179;RNW;
6533;100;37;180;RNW;
6534;100;37;181;RNW;
6535;100;37;182;RNW;
6536;100;37;183;RNW;
6537;100;37;184;RNW;
6538;100;37;185;RNW;
6539;100;37;186;RNW;
6540;100;37;187;RNW;
6541;100;37;188;RNW;
6542;100;37;189;RNW;
6543;100;37;190;RNW;
6544;100;37;191;RNW;
6545;100;37;192;RNW;
6546;100;37;193;RNW;
6547;100;37;194;RNW;
6548;100;37;195;RNW;
6549;100;37;196;RNW;
6550;100;37;197;RNW;
6551;100;37;198;RNW;
6552;100;37;199;RNW;
6553;100;38;100;RNW;
6554;100;38;101;RNW;
6555;100;38;102;RNW;
6556;100;38;103;RNW;
6557;100;38;104;RNW;
6558;100;38;105;RNW;
6559;100;38;106;RNW;
6560;100;38;107;RNW;
6561;100;38;108;RNW;
6562;100;38;109;RNW;
6563;100;38;110;RNW;
6564;100;38;111;RNW;
6565;100;38;112;RNW;
6566;100;38;113;RNW;
6567;100;38;114;RNW;
6568;100;38;115;RNW;
6569;100;38;116;RNW;
6570;100;38;117;RNW;
6571;100;38;118;RNW;
6572;100;38;119;RNW;
6573;100;38;120;RNW;
6574;100;38;121;RNW;
6575;100;38;122;RNW;
6576;100;38;123;RNW;
6577;100;38;124;RNW;
6578;100;38;125;RNW;
6579;100;38;126;RNW;
6580;100;38;127;RNW;
6581;100;38;128;RNW;
6582;100;38;129;RNW;
6583;100;38;130;RNW;
6584;100;38;131;RNW;
6585;100;38;132;RNW;
6586;100;38;133;RNW;
6587;100;38;134;RNW;
6588;100;38;135;RNW;
6589;100;38;136;RNW;
6590;100;38;137;RNW;
6591;100;38;138;RNW;
6592;100;38;139;RNW;
6593;100;38;140;RNW;
6594;100;38;141;RNW;
6595;100;38;142;RNW;
6596;100;38;143;RNW;
6597;100;38;144;RNW;
6598;100;38;145;RNW;
6599;100;38;146;RNW;
6600;100;38;147;RNW;
6601;100;38;148;RNW;
6602;100;38;149;RNW;
6603;100;38;150;RNW;
6604;100;38;151;RNW;
6605;100;38;152;RNW;
6606;100;38;153;RNW;
6607;100;38;154;RNW;
6608;100;38;155;RNW;
6609;100;38;156;RNW;
6610;100;38;157;RNW;
6611;100;38;158;RNW;
6612;100;38;159;RNW;
6613;100;38;160;RNW;
6614;100;38;161;RNW;
6615;100;38;162;RNW;
6616;100;38;163;RNW;
6617;100;38;164;RNW;
6618;100;38;165;RNW;
6619;100;38;166;RNW;
6620;100;38;167;RNW;
6621;100;38;168;RNW;
6622;100;38;169;RNW;
6623;100;38;170;RNW;
6624;100;38;171;RNW;
6625;100;38;172;RNW;
6626;100;38;173;RNW;
6627;100;38;174;RNW;
6628;100;38;175;RNW;
6629;100;38;176;RNW;
6630;100;38;177;RNW;
6631;100;38;178;RNW;
6632;100;38;179;RNW;
6633;100;38;180;RNW;
6634;100;38;181;RNW;
6635;100;38;182;RNW;
6636;100;38;183;RNW;
6637;100;38;184;RNW;
6638;100;38;185;RNW;
6639;100;38;186;RNW;
6640;100;38;187;RNW;
6641;100;38;188;RNW;
6642;100;38;189;RNW;
6643;100;38;190;RNW;
6644;100;38;191;RNW;
6645;100;38;192;RNW;
6646;100;38;193;RNW;
6647;100;38;194;RNW;
6648;100;38;195;RNW;
6649;100;38;196;RNW;
6650;100;38;197;RNW;
6651;100;38;198;RNW;
6652;100;38;199;RNW;
6653;100;39;100;RNW;
6654;100;39;101;RNW;
6655;100;39;102;RNW;
6656;100;39;103;RNW;
6657;100;39;104;RNW;
6658;100;39;105;RNW;
6659;100;39;106;RNW;
6660;100;39;107;RNW;
6661;100;39;108;RNW;
6662;100;39;109;RNW;
6663;100;39;110;RNW;
6664;100;39;111;RNW;
6665;100;39;112;RNW;
6666;100;39;113;RNW;
6667;100;39;114;RNW;
6668;100;39;115;RNW;
6669;100;39;116;RNW;
6670;100;39;117;RNW;
6671;100;39;118;RNW;
6672;100;39;119;RNW;
6673;100;39;120;RNW;
6674;100;39;121;RNW;
6675;100;39;122;RNW;
6676;100;39;123;RNW;
6677;100;39;124;RNW;
6678;100;39;125;RNW;
6679;100;39;126;RNW;
6680;100;39;127;RNW;
6681;100;39;128;RNW;
6682;100;39;129;RNW;
6683;100;39;130;RNW;
6684;100;39;131;RNW;
6685;100;39;132;RNW;
6686;100;39;133;RNW;
6687;100;39;134;RNW;
6688;100;39;135;RNW;
6689;100;39;136;RNW;
6690;100;39;137;RNW;
6691;100;39;138;RNW;
6692;100;39;139;RNW;
6693;100;39;140;RNW;
6694;100;39;141;RNW;
6695;100;39;142;RNW;
6696;100;39;143;RNW;
6697;100;39;144;RNW;
6698;100;39;145;RNW;
6699;100;39;146;RNW;
6700;100;39;147;RNW;
6701;100;39;148;RNW;
6702;100;39;149;RNW;
6703;100;39;150;RNW;
6704;100;39;151;RNW;
6705;100;39;152;RNW;
6706;100;39;153;RNW;
6707;100;39;154;RNW;
6708;100;39;155;RNW;
6709;100;39;156;RNW;
6710;100;39;157;RNW;
6711;100;39;158;RNW;
6712;100;39;159;RNW;
6713;100;39;160;RNW;
6714;100;39;161;RNW;
6715;100;39;162;RNW;
6716;100;39;163;RNW;
6717;100;39;164;RNW;
6718;100;39;165;RNW;
6719;100;39;166;RNW;
6720;100;39;167;RNW;
6721;100;39;168;RNW;
6722;100;39;169;RNW;
6723;100;39;170;RNW;
6724;100;39;171;RNW;
6725;100;39;172;RNW;
6726;100;39;173;RNW;
6727;100;39;174;RNW;
6728;100;39;175;RNW;
6729;100;39;176;RNW;
6730;100;39;177;RNW;
6731;100;39;178;RNW;
6732;100;39;179;RNW;
6733;100;39;180;RNW;
6734;100;39;181;RNW;
6735;100;39;182;RNW;
6736;100;39;183;RNW;
6737;100;39;184;RNW;
